Provincias	Grupos de edad	Periodo	Total
44 Teruel	De 10 a 14 años	2019	0
44 Teruel	De 10 a 14 años	2018	0,34
44 Teruel	De 10 a 14 años	2017	0
44 Teruel	De 10 a 14 años	2016	0
44 Teruel	De 10 a 14 años	2015	0
44 Teruel	De 10 a 14 años	2014	0
44 Teruel	De 10 a 14 años	2013	0
44 Teruel	De 10 a 14 años	2012	0,34
44 Teruel	De 10 a 14 años	2011	0
44 Teruel	De 10 a 14 años	2010	0
44 Teruel	De 10 a 14 años	2009	0
44 Teruel	De 10 a 14 años	2008	0
44 Teruel	De 10 a 14 años	2007	0
44 Teruel	De 10 a 14 años	2006	0
44 Teruel	De 10 a 14 años	2005	0
44 Teruel	De 10 a 14 años	2004	0
44 Teruel	De 10 a 14 años	2003	0,32
44 Teruel	De 10 a 14 años	2002	0
44 Teruel	De 10 a 14 años	2001	0
44 Teruel	De 10 a 14 años	2000	0
44 Teruel	De 10 a 14 años	1999	0
44 Teruel	De 10 a 14 años	1998	0
44 Teruel	De 10 a 14 años	1997	0
44 Teruel	De 10 a 14 años	1996	0
44 Teruel	De 10 a 14 años	1995	0
44 Teruel	De 10 a 14 años	1994	0
44 Teruel	De 10 a 14 años	1993	0
44 Teruel	De 10 a 14 años	1992	0
44 Teruel	De 10 a 14 años	1991	0
44 Teruel	De 10 a 14 años	1990	0
44 Teruel	De 10 a 14 años	1989	0
44 Teruel	De 10 a 14 años	1988	0
44 Teruel	De 10 a 14 años	1987	0
44 Teruel	De 10 a 14 años	1986	0
44 Teruel	De 10 a 14 años	1985	0
44 Teruel	De 10 a 14 años	1984	0
44 Teruel	De 10 a 14 años	1983	0
44 Teruel	De 10 a 14 años	1982	0
44 Teruel	De 10 a 14 años	1981	0
44 Teruel	De 10 a 14 años	1980	0
44 Teruel	De 10 a 14 años	1979	0,36
44 Teruel	De 10 a 14 años	1978	0
44 Teruel	De 10 a 14 años	1977	0
44 Teruel	De 10 a 14 años	1976	0
44 Teruel	De 10 a 14 años	1975	0
44 Teruel	De 15 a 19 años	2023	2,57
44 Teruel	De 15 a 19 años	2022	4,33
44 Teruel	De 15 a 19 años	2021	3,06
44 Teruel	De 15 a 19 años	2020	5,74
44 Teruel	De 15 a 19 años	2019	4,07
44 Teruel	De 15 a 19 años	2018	5,82
44 Teruel	De 15 a 19 años	2017	4,44
44 Teruel	De 15 a 19 años	2016	5,73
44 Teruel	De 15 a 19 años	2015	5,04
44 Teruel	De 15 a 19 años	2014	7,3
44 Teruel	De 15 a 19 años	2013	9,96
44 Teruel	De 15 a 19 años	2012	8,73
44 Teruel	De 15 a 19 años	2011	5,47
44 Teruel	De 15 a 19 años	2010	9,77
44 Teruel	De 15 a 19 años	2009	11,05
44 Teruel	De 15 a 19 años	2008	8,98
44 Teruel	De 15 a 19 años	2007	5,5
44 Teruel	De 15 a 19 años	2006	7,21
44 Teruel	De 15 a 19 años	2005	6,36
44 Teruel	De 15 a 19 años	2004	3,51
44 Teruel	De 15 a 19 años	2003	2,35
44 Teruel	De 15 a 19 años	2002	2,96
44 Teruel	De 15 a 19 años	2001	5
44 Teruel	De 15 a 19 años	2000	3,16
44 Teruel	De 15 a 19 años	1999	2,23
44 Teruel	De 15 a 19 años	1998	4,02
44 Teruel	De 15 a 19 años	1997	4,9
44 Teruel	De 15 a 19 años	1996	1,77
44 Teruel	De 15 a 19 años	1995	3,95
44 Teruel	De 15 a 19 años	1994	4,56
44 Teruel	De 15 a 19 años	1993	4,51
44 Teruel	De 15 a 19 años	1992	5,92
44 Teruel	De 15 a 19 años	1991	6,59
44 Teruel	De 15 a 19 años	1990	10,54
44 Teruel	De 15 a 19 años	1989	10,48
44 Teruel	De 15 a 19 años	1988	11,55
44 Teruel	De 15 a 19 años	1987	14,53
44 Teruel	De 15 a 19 años	1986	13,46
44 Teruel	De 15 a 19 años	1985	12,42
44 Teruel	De 15 a 19 años	1984	9,05
44 Teruel	De 15 a 19 años	1983	9,11
44 Teruel	De 15 a 19 años	1982	12,69
44 Teruel	De 15 a 19 años	1981	12,66
44 Teruel	De 15 a 19 años	1980	15,47
44 Teruel	De 15 a 19 años	1979	16,25
44 Teruel	De 15 a 19 años	1978	12,14
44 Teruel	De 15 a 19 años	1977	12,83
44 Teruel	De 15 a 19 años	1976	9,06
44 Teruel	De 15 a 19 años	1975	6,04
44 Teruel	De 20 a 24 años	2023	24,35
44 Teruel	De 20 a 24 años	2022	25,17
44 Teruel	De 20 a 24 años	2021	15,37
44 Teruel	De 20 a 24 años	2020	23,43
44 Teruel	De 20 a 24 años	2019	25,26
44 Teruel	De 20 a 24 años	2018	21,88
44 Teruel	De 20 a 24 años	2017	23,4
44 Teruel	De 20 a 24 años	2016	31,66
44 Teruel	De 20 a 24 años	2015	25,83
44 Teruel	De 20 a 24 años	2014	25,21
44 Teruel	De 20 a 24 años	2013	28,32
44 Teruel	De 20 a 24 años	2012	26,18
44 Teruel	De 20 a 24 años	2011	25,35
44 Teruel	De 20 a 24 años	2010	27,46
44 Teruel	De 20 a 24 años	2009	31,38
44 Teruel	De 20 a 24 años	2008	30,98
44 Teruel	De 20 a 24 años	2007	30,44
44 Teruel	De 20 a 24 años	2006	24,83
44 Teruel	De 20 a 24 años	2005	21,04
44 Teruel	De 20 a 24 años	2004	22,65
44 Teruel	De 20 a 24 años	2003	17,92
44 Teruel	De 20 a 24 años	2002	15,4
44 Teruel	De 20 a 24 años	2001	20,88
44 Teruel	De 20 a 24 años	2000	14,51
44 Teruel	De 20 a 24 años	1999	18,48
44 Teruel	De 20 a 24 años	1998	14,99
44 Teruel	De 20 a 24 años	1997	18,51
44 Teruel	De 20 a 24 años	1996	20,74
44 Teruel	De 20 a 24 años	1995	25,46
44 Teruel	De 20 a 24 años	1994	24,8
44 Teruel	De 20 a 24 años	1993	30,28
44 Teruel	De 20 a 24 años	1992	33,66
44 Teruel	De 20 a 24 años	1991	38,44
44 Teruel	De 20 a 24 años	1990	44,72
44 Teruel	De 20 a 24 años	1989	50,2
44 Teruel	De 20 a 24 años	1988	52,14
44 Teruel	De 20 a 24 años	1987	59,03
44 Teruel	De 20 a 24 años	1986	59,92
44 Teruel	De 20 a 24 años	1985	68,55
44 Teruel	De 20 a 24 años	1984	72,73
44 Teruel	De 20 a 24 años	1983	69,66
44 Teruel	De 20 a 24 años	1982	77,88
44 Teruel	De 20 a 24 años	1981	90,59
44 Teruel	De 20 a 24 años	1980	100
44 Teruel	De 20 a 24 años	1979	106,75
44 Teruel	De 20 a 24 años	1978	99,15
44 Teruel	De 20 a 24 años	1977	104,43
44 Teruel	De 20 a 24 años	1976	86,2
44 Teruel	De 20 a 24 años	1975	77,28
44 Teruel	De 25 a 29 años	2023	46,55
44 Teruel	De 25 a 29 años	2022	44,63
44 Teruel	De 25 a 29 años	2021	51,08
44 Teruel	De 25 a 29 años	2020	50,19
44 Teruel	De 25 a 29 años	2019	54,17
44 Teruel	De 25 a 29 años	2018	45,45
44 Teruel	De 25 a 29 años	2017	45,4
44 Teruel	De 25 a 29 años	2016	50,04
44 Teruel	De 25 a 29 años	2015	46,81
44 Teruel	De 25 a 29 años	2014	56,58
44 Teruel	De 25 a 29 años	2013	59,53
44 Teruel	De 25 a 29 años	2012	55,97
44 Teruel	De 25 a 29 años	2011	60,68
44 Teruel	De 25 a 29 años	2010	60,42
44 Teruel	De 25 a 29 años	2009	62,19
44 Teruel	De 25 a 29 años	2008	61,54
44 Teruel	De 25 a 29 años	2007	67,23
44 Teruel	De 25 a 29 años	2006	57,19
44 Teruel	De 25 a 29 años	2005	67,78
44 Teruel	De 25 a 29 años	2004	54,59
44 Teruel	De 25 a 29 años	2003	59,85
44 Teruel	De 25 a 29 años	2002	57,19
44 Teruel	De 25 a 29 años	2001	57,46
44 Teruel	De 25 a 29 años	2000	68,3
44 Teruel	De 25 a 29 años	1999	54,09
44 Teruel	De 25 a 29 años	1998	75,02
44 Teruel	De 25 a 29 años	1997	73,46
44 Teruel	De 25 a 29 años	1996	80,8
44 Teruel	De 25 a 29 años	1995	81,62
44 Teruel	De 25 a 29 años	1994	93,26
44 Teruel	De 25 a 29 años	1993	96,46
44 Teruel	De 25 a 29 años	1992	104,93
44 Teruel	De 25 a 29 años	1991	106,06
44 Teruel	De 25 a 29 años	1990	110,96
44 Teruel	De 25 a 29 años	1989	110,51
44 Teruel	De 25 a 29 años	1988	108,05
44 Teruel	De 25 a 29 años	1987	115,34
44 Teruel	De 25 a 29 años	1986	122,91
44 Teruel	De 25 a 29 años	1985	115,96
44 Teruel	De 25 a 29 años	1984	120,55
44 Teruel	De 25 a 29 años	1983	135,1
44 Teruel	De 25 a 29 años	1982	137,54
44 Teruel	De 25 a 29 años	1981	146,39
44 Teruel	De 25 a 29 años	1980	149
44 Teruel	De 25 a 29 años	1979	160,86
44 Teruel	De 25 a 29 años	1978	156,56
44 Teruel	De 25 a 29 años	1977	142,92
44 Teruel	De 25 a 29 años	1976	144,91
44 Teruel	De 25 a 29 años	1975	154,58
44 Teruel	De 30 a 34 años	2023	77,93
44 Teruel	De 30 a 34 años	2022	94,85
44 Teruel	De 30 a 34 años	2021	93,22
44 Teruel	De 30 a 34 años	2020	89,94
44 Teruel	De 30 a 34 años	2019	96,9
44 Teruel	De 30 a 34 años	2018	95,25
44 Teruel	De 30 a 34 años	2017	95,42
44 Teruel	De 30 a 34 años	2016	98
44 Teruel	De 30 a 34 años	2015	96,15
44 Teruel	De 30 a 34 años	2014	102,53
44 Teruel	De 30 a 34 años	2013	95,93
44 Teruel	De 30 a 34 años	2012	101,64
44 Teruel	De 30 a 34 años	2011	106,06
44 Teruel	De 30 a 34 años	2010	100,89
44 Teruel	De 30 a 34 años	2009	99,3
44 Teruel	De 30 a 34 años	2008	99,2
44 Teruel	De 30 a 34 años	2007	106,04
44 Teruel	De 30 a 34 años	2006	103,19
44 Teruel	De 30 a 34 años	2005	102,82
44 Teruel	De 30 a 34 años	2004	107,74
44 Teruel	De 30 a 34 años	2003	102,09
44 Teruel	De 30 a 34 años	2002	83,87
44 Teruel	De 30 a 34 años	2001	93,26
44 Teruel	De 30 a 34 años	2000	103,24
44 Teruel	De 30 a 34 años	1999	89,81
44 Teruel	De 30 a 34 años	1998	83,46
44 Teruel	De 30 a 34 años	1997	96,26
44 Teruel	De 30 a 34 años	1996	82,67
44 Teruel	De 30 a 34 años	1995	82,52
44 Teruel	De 30 a 34 años	1994	84,8
44 Teruel	De 30 a 34 años	1993	84,9
44 Teruel	De 30 a 34 años	1992	80,43
44 Teruel	De 30 a 34 años	1991	74,74
44 Teruel	De 30 a 34 años	1990	78,95
44 Teruel	De 30 a 34 años	1989	69,75
44 Teruel	De 30 a 34 años	1988	84,26
44 Teruel	De 30 a 34 años	1987	73,3
44 Teruel	De 30 a 34 años	1986	84,71
44 Teruel	De 30 a 34 años	1985	77,13
44 Teruel	De 30 a 34 años	1984	88,26
44 Teruel	De 30 a 34 años	1983	85,36
44 Teruel	De 30 a 34 años	1982	89,9
44 Teruel	De 30 a 34 años	1981	89,95
44 Teruel	De 30 a 34 años	1980	95,05
44 Teruel	De 30 a 34 años	1979	92,46
44 Teruel	De 30 a 34 años	1978	92,84
44 Teruel	De 30 a 34 años	1977	103,29
44 Teruel	De 30 a 34 años	1976	103,11
44 Teruel	De 30 a 34 años	1975	96,77
44 Teruel	De 35 a 39 años	2023	71,31
44 Teruel	De 35 a 39 años	2022	78,36
44 Teruel	De 35 a 39 años	2021	72,74
44 Teruel	De 35 a 39 años	2020	69,62
44 Teruel	De 35 a 39 años	2019	73,23
44 Teruel	De 35 a 39 años	2018	68,45
44 Teruel	De 35 a 39 años	2017	65,72
44 Teruel	De 35 a 39 años	2016	74,07
44 Teruel	De 35 a 39 años	2015	66,44
44 Teruel	De 35 a 39 años	2014	67,79
44 Teruel	De 35 a 39 años	2013	61,27
44 Teruel	De 35 a 39 años	2012	61,49
44 Teruel	De 35 a 39 años	2011	61,12
44 Teruel	De 35 a 39 años	2010	55,46
44 Teruel	De 35 a 39 años	2009	59,63
44 Teruel	De 35 a 39 años	2008	60,75
44 Teruel	De 35 a 39 años	2007	51,51
44 Teruel	De 35 a 39 años	2006	52,97
44 Teruel	De 35 a 39 años	2005	48,17
44 Teruel	De 35 a 39 años	2004	48,33
44 Teruel	De 35 a 39 años	2003	38,22
44 Teruel	De 35 a 39 años	2002	42,9
44 Teruel	De 35 a 39 años	2001	45,18
44 Teruel	De 35 a 39 años	2000	43,5
44 Teruel	De 35 a 39 años	1999	37,71
44 Teruel	De 35 a 39 años	1998	37,13
44 Teruel	De 35 a 39 años	1997	34,32
44 Teruel	De 35 a 39 años	1996	27,56
44 Teruel	De 35 a 39 años	1995	22,68
44 Teruel	De 35 a 39 años	1994	33,15
44 Teruel	De 35 a 39 años	1993	29,66
44 Teruel	De 35 a 39 años	1992	22,06
44 Teruel	De 35 a 39 años	1991	24,72
44 Teruel	De 35 a 39 años	1990	28,83
44 Teruel	De 35 a 39 años	1989	24,74
44 Teruel	De 35 a 39 años	1988	29,35
44 Teruel	De 35 a 39 años	1987	30,02
44 Teruel	De 35 a 39 años	1986	30,06
44 Teruel	De 35 a 39 años	1985	37,04
44 Teruel	De 35 a 39 años	1984	37,28
44 Teruel	De 35 a 39 años	1983	36,86
44 Teruel	De 35 a 39 años	1982	38,41
44 Teruel	De 35 a 39 años	1981	40,85
44 Teruel	De 35 a 39 años	1980	43,18
44 Teruel	De 35 a 39 años	1979	44,39
44 Teruel	De 35 a 39 años	1978	41,67
44 Teruel	De 35 a 39 años	1977	45,47
44 Teruel	De 35 a 39 años	1976	47,88
44 Teruel	De 35 a 39 años	1975	42,65
44 Teruel	De 40 a 44 años	2023	16,34
44 Teruel	De 40 a 44 años	2022	17,62
44 Teruel	De 40 a 44 años	2021	16,9
44 Teruel	De 40 a 44 años	2020	15,3
44 Teruel	De 40 a 44 años	2019	13,85
44 Teruel	De 40 a 44 años	2018	16,95
44 Teruel	De 40 a 44 años	2017	14,5
44 Teruel	De 40 a 44 años	2016	16,2
44 Teruel	De 40 a 44 años	2015	10,7
44 Teruel	De 40 a 44 años	2014	13,75
44 Teruel	De 40 a 44 años	2013	14,96
44 Teruel	De 40 a 44 años	2012	11,48
44 Teruel	De 40 a 44 años	2011	12,37
44 Teruel	De 40 a 44 años	2010	10,32
44 Teruel	De 40 a 44 años	2009	10,22
44 Teruel	De 40 a 44 años	2008	8,82
44 Teruel	De 40 a 44 años	2007	8,37
44 Teruel	De 40 a 44 años	2006	7,91
44 Teruel	De 40 a 44 años	2005	6,2
44 Teruel	De 40 a 44 años	2004	9,43
44 Teruel	De 40 a 44 años	2003	6,96
44 Teruel	De 40 a 44 años	2002	5,66
44 Teruel	De 40 a 44 años	2001	6,33
44 Teruel	De 40 a 44 años	2000	6,29
44 Teruel	De 40 a 44 años	1999	4,58
44 Teruel	De 40 a 44 años	1998	4,01
44 Teruel	De 40 a 44 años	1997	5,65
44 Teruel	De 40 a 44 años	1996	4,22
44 Teruel	De 40 a 44 años	1995	4,08
44 Teruel	De 40 a 44 años	1994	7,17
44 Teruel	De 40 a 44 años	1993	3,64
44 Teruel	De 40 a 44 años	1992	6,88
44 Teruel	De 40 a 44 años	1991	4,64
44 Teruel	De 40 a 44 años	1990	6,12
44 Teruel	De 40 a 44 años	1989	4,9
44 Teruel	De 40 a 44 años	1988	8,3
44 Teruel	De 40 a 44 años	1987	6,06
44 Teruel	De 40 a 44 años	1986	8,97
44 Teruel	De 40 a 44 años	1985	12,28
44 Teruel	De 40 a 44 años	1984	10,86
44 Teruel	De 40 a 44 años	1983	9,39
44 Teruel	De 40 a 44 años	1982	10,02
44 Teruel	De 40 a 44 años	1981	10,04
44 Teruel	De 40 a 44 años	1980	8,07
44 Teruel	De 40 a 44 años	1979	7,71
44 Teruel	De 40 a 44 años	1978	14,67
44 Teruel	De 40 a 44 años	1977	13,46
44 Teruel	De 40 a 44 años	1976	15,01
44 Teruel	De 40 a 44 años	1975	15,85
44 Teruel	De 45 a 49 años	2023	1,29
44 Teruel	De 45 a 49 años	2022	1,96
44 Teruel	De 45 a 49 años	2021	1,97
44 Teruel	De 45 a 49 años	2020	0,87
44 Teruel	De 45 a 49 años	2019	1,94
44 Teruel	De 45 a 49 años	2018	1,7
44 Teruel	De 45 a 49 años	2017	2,27
44 Teruel	De 45 a 49 años	2016	0,8
44 Teruel	De 45 a 49 años	2015	0,6
44 Teruel	De 45 a 49 años	2014	0,59
44 Teruel	De 45 a 49 años	2013	0,78
44 Teruel	De 45 a 49 años	2012	0,39
44 Teruel	De 45 a 49 años	2011	0,58
44 Teruel	De 45 a 49 años	2010	0,38
44 Teruel	De 45 a 49 años	2009	0,97
44 Teruel	De 45 a 49 años	2008	0,2
44 Teruel	De 45 a 49 años	2007	0,83
44 Teruel	De 45 a 49 años	2006	0,43
44 Teruel	De 45 a 49 años	2005	0,23
44 Teruel	De 45 a 49 años	2004	0,24
44 Teruel	De 45 a 49 años	2003	0
44 Teruel	De 45 a 49 años	2002	0,26
44 Teruel	De 45 a 49 años	2001	0,81
44 Teruel	De 45 a 49 años	2000	0,56
44 Teruel	De 45 a 49 años	1999	0
44 Teruel	De 45 a 49 años	1998	0
44 Teruel	De 45 a 49 años	1997	0
44 Teruel	De 45 a 49 años	1996	0
44 Teruel	De 45 a 49 años	1995	0
44 Teruel	De 45 a 49 años	1994	0
44 Teruel	De 45 a 49 años	1993	0,58
44 Teruel	De 45 a 49 años	1992	0,59
44 Teruel	De 45 a 49 años	1991	0,9
44 Teruel	De 45 a 49 años	1990	0,29
44 Teruel	De 45 a 49 años	1989	0,6
44 Teruel	De 45 a 49 años	1988	0,94
44 Teruel	De 45 a 49 años	1987	0,92
44 Teruel	De 45 a 49 años	1986	1,14
44 Teruel	De 45 a 49 años	1985	0,53
44 Teruel	De 45 a 49 años	1984	0
44 Teruel	De 45 a 49 años	1983	0,85
44 Teruel	De 45 a 49 años	1982	0
44 Teruel	De 45 a 49 años	1981	0,37
44 Teruel	De 45 a 49 años	1980	0,54
44 Teruel	De 45 a 49 años	1979	0,52
44 Teruel	De 45 a 49 años	1978	1,73
44 Teruel	De 45 a 49 años	1977	0,69
44 Teruel	De 45 a 49 años	1976	1,2
44 Teruel	De 45 a 49 años	1975	1,54
44 Teruel	50 y más años	2023	0
44 Teruel	50 y más años	2022	0
44 Teruel	50 y más años	2021	0
44 Teruel	50 y más años	2020	1,02
44 Teruel	50 y más años	2019	0,99
44 Teruel	50 y más años	2018	0
44 Teruel	50 y más años	2017	0
44 Teruel	50 y más años	2016	0
44 Teruel	50 y más años	2015	0
44 Teruel	50 y más años	2014	0
44 Teruel	50 y más años	2013	0
44 Teruel	50 y más años	2012	0
44 Teruel	50 y más años	2011	0
44 Teruel	50 y más años	2010	1,03
44 Teruel	50 y más años	2009	0
44 Teruel	50 y más años	2008	1,09
44 Teruel	50 y más años	2007	0
44 Teruel	50 y más años	2006	0
44 Teruel	50 y más años	2005	0
44 Teruel	50 y más años	2004	0
44 Teruel	50 y más años	2003	0
44 Teruel	50 y más años	2002	0
44 Teruel	50 y más años	2001	1,47
44 Teruel	50 y más años	2000	0
44 Teruel	50 y más años	1999	0
44 Teruel	50 y más años	1998	0
44 Teruel	50 y más años	1997	0
44 Teruel	50 y más años	1996	0
44 Teruel	50 y más años	1995	0
44 Teruel	50 y más años	1994	0
44 Teruel	50 y más años	1993	0
44 Teruel	50 y más años	1992	0
44 Teruel	50 y más años	1991	0
44 Teruel	50 y más años	1990	0
44 Teruel	50 y más años	1989	0
44 Teruel	50 y más años	1988	0
44 Teruel	50 y más años	1987	0
44 Teruel	50 y más años	1986	0
44 Teruel	50 y más años	1985	0
44 Teruel	50 y más años	1984	0,91
44 Teruel	50 y más años	1983	0
44 Teruel	50 y más años	1982	0
44 Teruel	50 y más años	1981	0,95
44 Teruel	50 y más años	1980	0,91
44 Teruel	50 y más años	1979	0
44 Teruel	50 y más años	1978	0
44 Teruel	50 y más años	1977	0
44 Teruel	50 y más años	1976	0
44 Teruel	50 y más años	1975	0
45 Toledo	De 10 a 14 años	2023	0,05
45 Toledo	De 10 a 14 años	2022	0,19
45 Toledo	De 10 a 14 años	2021	0
45 Toledo	De 10 a 14 años	2020	0,05
45 Toledo	De 10 a 14 años	2019	0
45 Toledo	De 10 a 14 años	2018	0,05
45 Toledo	De 10 a 14 años	2017	0,21
45 Toledo	De 10 a 14 años	2016	0,16
45 Toledo	De 10 a 14 años	2015	0,05
45 Toledo	De 10 a 14 años	2014	0,06
45 Toledo	De 10 a 14 años	2013	0,23
45 Toledo	De 10 a 14 años	2012	0,11
45 Toledo	De 10 a 14 años	2011	0,11
45 Toledo	De 10 a 14 años	2010	0
45 Toledo	De 10 a 14 años	2009	0,12
45 Toledo	De 10 a 14 años	2008	0,18
45 Toledo	De 10 a 14 años	2007	0,12
45 Toledo	De 10 a 14 años	2006	0
45 Toledo	De 10 a 14 años	2005	0,31
45 Toledo	De 10 a 14 años	2004	0
45 Toledo	De 10 a 14 años	2003	0,13
45 Toledo	De 10 a 14 años	2002	0,07
45 Toledo	De 10 a 14 años	2001	0,13
45 Toledo	De 10 a 14 años	2000	0
45 Toledo	De 10 a 14 años	1999	0,13
45 Toledo	De 10 a 14 años	1998	0
45 Toledo	De 10 a 14 años	1997	0
45 Toledo	De 10 a 14 años	1996	0,06
45 Toledo	De 10 a 14 años	1995	0,18
45 Toledo	De 10 a 14 años	1994	0,18
45 Toledo	De 10 a 14 años	1993	0,23
45 Toledo	De 10 a 14 años	1992	0,11
45 Toledo	De 10 a 14 años	1991	0,22
45 Toledo	De 10 a 14 años	1990	0,38
45 Toledo	De 10 a 14 años	1989	0,16
45 Toledo	De 10 a 14 años	1988	0
45 Toledo	De 10 a 14 años	1987	0,11
45 Toledo	De 10 a 14 años	1986	0,16
45 Toledo	De 10 a 14 años	1985	0,06
45 Toledo	De 10 a 14 años	1984	0,06
45 Toledo	De 10 a 14 años	1983	0,22
45 Toledo	De 10 a 14 años	1982	0,16
45 Toledo	De 10 a 14 años	1981	0,32
45 Toledo	De 10 a 14 años	1980	0,26
45 Toledo	De 10 a 14 años	1979	0,2
45 Toledo	De 10 a 14 años	1978	0,05
45 Toledo	De 10 a 14 años	1977	0,15
45 Toledo	De 10 a 14 años	1976	0,1
45 Toledo	De 10 a 14 años	1975	0
45 Toledo	De 15 a 19 años	2023	5,21
45 Toledo	De 15 a 19 años	2022	5,66
45 Toledo	De 15 a 19 años	2021	4,49
45 Toledo	De 15 a 19 años	2020	6,42
45 Toledo	De 15 a 19 años	2019	5,57
45 Toledo	De 15 a 19 años	2018	5,8
45 Toledo	De 15 a 19 años	2017	6,74
45 Toledo	De 15 a 19 años	2016	7,48
45 Toledo	De 15 a 19 años	2015	7,6
45 Toledo	De 15 a 19 años	2014	8,32
45 Toledo	De 15 a 19 años	2013	7,76
45 Toledo	De 15 a 19 años	2012	10,25
45 Toledo	De 15 a 19 años	2011	8,98
45 Toledo	De 15 a 19 años	2010	10,82
45 Toledo	De 15 a 19 años	2009	11,35
45 Toledo	De 15 a 19 años	2008	13,87
45 Toledo	De 15 a 19 años	2007	13,91
45 Toledo	De 15 a 19 años	2006	12,22
45 Toledo	De 15 a 19 años	2005	11,71
45 Toledo	De 15 a 19 años	2004	11,67
45 Toledo	De 15 a 19 años	2003	10,35
45 Toledo	De 15 a 19 años	2002	8,05
45 Toledo	De 15 a 19 años	2001	8,47
45 Toledo	De 15 a 19 años	2000	7,14
45 Toledo	De 15 a 19 años	1999	7,57
45 Toledo	De 15 a 19 años	1998	8,27
45 Toledo	De 15 a 19 años	1997	7,24
45 Toledo	De 15 a 19 años	1996	7,68
45 Toledo	De 15 a 19 años	1995	7,77
45 Toledo	De 15 a 19 años	1994	8,64
45 Toledo	De 15 a 19 años	1993	9,96
45 Toledo	De 15 a 19 años	1992	11
45 Toledo	De 15 a 19 años	1991	12,24
45 Toledo	De 15 a 19 años	1990	12,17
45 Toledo	De 15 a 19 años	1989	13,47
45 Toledo	De 15 a 19 años	1988	15,77
45 Toledo	De 15 a 19 años	1987	14,31
45 Toledo	De 15 a 19 años	1986	17,36
45 Toledo	De 15 a 19 años	1985	16,8
45 Toledo	De 15 a 19 años	1984	18,17
45 Toledo	De 15 a 19 años	1983	16
45 Toledo	De 15 a 19 años	1982	17,57
45 Toledo	De 15 a 19 años	1981	15,72
45 Toledo	De 15 a 19 años	1980	15,54
45 Toledo	De 15 a 19 años	1979	14,3
45 Toledo	De 15 a 19 años	1978	13,26
45 Toledo	De 15 a 19 años	1977	12,64
45 Toledo	De 15 a 19 años	1976	13,09
45 Toledo	De 15 a 19 años	1975	9,15
45 Toledo	De 20 a 24 años	2023	24,98
45 Toledo	De 20 a 24 años	2022	23,79
45 Toledo	De 20 a 24 años	2021	22,02
45 Toledo	De 20 a 24 años	2020	23,8
45 Toledo	De 20 a 24 años	2019	27,42
45 Toledo	De 20 a 24 años	2018	24,13
45 Toledo	De 20 a 24 años	2017	24,84
45 Toledo	De 20 a 24 años	2016	23,74
45 Toledo	De 20 a 24 años	2015	25
45 Toledo	De 20 a 24 años	2014	25,03
45 Toledo	De 20 a 24 años	2013	29,22
45 Toledo	De 20 a 24 años	2012	30,99
45 Toledo	De 20 a 24 años	2011	33,75
45 Toledo	De 20 a 24 años	2010	38,59
45 Toledo	De 20 a 24 años	2009	38,21
45 Toledo	De 20 a 24 años	2008	43,09
45 Toledo	De 20 a 24 años	2007	37,49
45 Toledo	De 20 a 24 años	2006	33,24
45 Toledo	De 20 a 24 años	2005	31,42
45 Toledo	De 20 a 24 años	2004	30,35
45 Toledo	De 20 a 24 años	2003	28,94
45 Toledo	De 20 a 24 años	2002	26,47
45 Toledo	De 20 a 24 años	2001	25,82
45 Toledo	De 20 a 24 años	2000	28,44
45 Toledo	De 20 a 24 años	1999	26,32
45 Toledo	De 20 a 24 años	1998	24,09
45 Toledo	De 20 a 24 años	1997	27,68
45 Toledo	De 20 a 24 años	1996	28,21
45 Toledo	De 20 a 24 años	1995	35,81
45 Toledo	De 20 a 24 años	1994	37,9
